client_name,Company,industry_code,industry_name,year,as_of_date,total_negative_events,total_positive_events,total_events,negative_events_flag,pct_negative_events,negative_event_flag_qoq_L1,negative_event_flag_qoq_L2,negative_event_flag_qoq_L3,negative_event_flag_qoq_L4,negative_event_flag_qoq_L5,negative_event_flag_qoq_L6,negative_event_flag_qoq_L7,negative_event_flag_qoq_L8
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2015,2015-03-31,1.0,10.0,11.0,1,0.09090909090909091,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2015,2015-06-30,0.0,12.0,12.0,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2015,2015-09-30,2.0,13.0,15.0,1,0.13333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2015,2015-12-31,0.0,10.0,10.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2016,2016-03-31,1.0,6.0,7.0,1,0.14285714285714285,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2016,2016-06-30,2.0,12.0,14.0,1,0.14285714285714285,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2016,2016-09-30,2.0,19.0,21.0,1,0.09523809523809523,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2016,2016-12-31,5.0,13.0,18.0,1,0.2777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2017,2017-03-31,2.0,8.0,10.0,1,0.2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2017,2017-06-30,3.0,16.0,19.0,1,0.15789473684210525,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2017,2017-09-30,4.0,10.0,14.0,1,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2017,2017-12-31,1.0,14.0,15.0,1,0.06666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2018,2018-03-31,1.0,9.0,10.0,1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2018,2018-06-30,5.0,5.0,10.0,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2018,2018-09-30,0.0,17.0,17.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2018,2018-12-31,3.0,7.0,10.0,1,0.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2019,2019-03-31,1.0,10.0,11.0,1,0.09090909090909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2019,2019-06-30,1.0,11.0,12.0,1,0.08333333333333333,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2019,2019-09-30,1.0,11.0,12.0,1,0.08333333333333333,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2019,2019-12-31,1.0,8.0,9.0,1,0.1111111111111111,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2020,2020-03-31,0.0,11.0,11.0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2020,2020-06-30,1.0,14.0,15.0,1,0.06666666666666667,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2020,2020-09-30,1.0,7.0,8.0,1,0.125,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2020,2020-12-31,0.0,11.0,11.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2021,2021-03-31,0.0,4.0,4.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2021,2021-06-30,0.0,5.0,5.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2021,2021-09-30,2.0,1.0,3.0,1,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2021,2021-12-31,0.0,2.0,2.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
JOHNSON & JOHNSON SERVICES INC,Johnson & Johnson,42421,Drugs and Druggists' Sundries Merchant Wholesalers,2022,2022-03-31,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
MODERNA INC,Moderna,32541,Pharmaceutical and Medicine Manufacturing,2017,2017-12-31,1.0,0.0,1.0,1,1.0,,,,,,,,
MODERNA INC,Moderna,32541,Pharmaceutical and Medicine Manufacturing,2020,2020-06-30,0.0,2.0,2.0,0,0.0,1.0,,,,,,,
MODERNA INC,Moderna,32541,Pharmaceutical and Medicine Manufacturing,2020,2020-12-31,0.0,3.0,3.0,0,0.0,0.0,1.0,,,,,,
MODERNA INC,Moderna,32541,Pharmaceutical and Medicine Manufacturing,2021,2021-03-31,0.0,3.0,3.0,0,0.0,0.0,0.0,1.0,,,,,
MODERNA INC,Moderna,32541,Pharmaceutical and Medicine Manufacturing,2021,2021-09-30,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,,,,
MODERNA INC,Moderna,32541,Pharmaceutical and Medicine Manufacturing,2021,2021-12-31,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2010,2010-03-31,4.0,0.0,4.0,1,1.0,,,,,,,,
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2010,2010-06-30,2.0,2.0,4.0,1,0.5,1.0,,,,,,,
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2010,2010-09-30,4.0,3.0,7.0,1,0.5714285714285714,1.0,1.0,,,,,,
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2010,2010-12-31,2.0,4.0,6.0,1,0.3333333333333333,1.0,1.0,1.0,,,,,
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2011,2011-03-31,4.0,11.0,15.0,1,0.26666666666666666,1.0,1.0,1.0,1.0,,,,
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2011,2011-06-30,2.0,5.0,7.0,1,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,,,
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2011,2011-09-30,1.0,5.0,6.0,1,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,,
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2011,2011-12-31,1.0,4.0,5.0,1,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2012,2012-03-31,3.0,5.0,8.0,1,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2012,2012-06-30,1.0,9.0,10.0,1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2012,2012-09-30,4.0,8.0,12.0,1,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2012,2012-12-31,2.0,11.0,13.0,1,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2013,2013-03-31,3.0,4.0,7.0,1,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2013,2013-06-30,1.0,6.0,7.0,1,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2013,2013-09-30,1.0,5.0,6.0,1,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2013,2013-12-31,3.0,10.0,13.0,1,0.23076923076923078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2014,2014-03-31,4.0,3.0,7.0,1,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2014,2014-06-30,1.0,15.0,16.0,1,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2014,2014-09-30,1.0,6.0,7.0,1,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2014,2014-12-31,5.0,7.0,12.0,1,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2015,2015-03-31,5.0,7.0,12.0,1,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2015,2015-06-30,0.0,3.0,3.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2015,2015-09-30,3.0,10.0,13.0,1,0.23076923076923078,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2015,2015-12-31,3.0,9.0,12.0,1,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2016,2016-03-31,3.0,10.0,13.0,1,0.23076923076923078,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2016,2016-06-30,2.0,11.0,13.0,1,0.15384615384615385,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2016,2016-09-30,5.0,15.0,20.0,1,0.25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2016,2016-12-31,15.0,18.0,33.0,1,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2017,2017-03-31,2.0,12.0,14.0,1,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2017,2017-06-30,3.0,18.0,21.0,1,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2017,2017-09-30,0.0,18.0,18.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2017,2017-12-31,2.0,13.0,15.0,1,0.13333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2018,2018-03-31,8.0,16.0,24.0,1,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2018,2018-06-30,2.0,16.0,18.0,1,0.1111111111111111,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2018,2018-09-30,4.0,3.0,7.0,1,0.5714285714285714,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2018,2018-12-31,8.0,11.0,19.0,1,0.42105263157894735,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2019,2019-03-31,5.0,14.0,19.0,1,0.2631578947368421,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2019,2019-06-30,1.0,17.0,18.0,1,0.05555555555555555,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2019,2019-09-30,5.0,12.0,17.0,1,0.29411764705882354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2019,2019-12-31,3.0,19.0,22.0,1,0.13636363636363635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2020,2020-03-31,5.0,21.0,26.0,1,0.19230769230769232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2020,2020-06-30,4.0,18.0,22.0,1,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2020,2020-09-30,1.0,7.0,8.0,1,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2020,2020-12-31,7.0,19.0,26.0,1,0.2692307692307692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2021,2021-03-31,2.0,3.0,5.0,1,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2021,2021-06-30,2.0,3.0,5.0,1,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2021,2021-09-30,1.0,7.0,8.0,1,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2021,2021-12-31,0.0,8.0,8.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PFIZER INC,Pfizer,32541,Pharmaceutical and Medicine Manufacturing,2022,2022-03-31,0.0,3.0,3.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2010,2010-06-30,1.0,2.0,3.0,1,0.3333333333333333,,,,,,,,
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2011,2011-06-30,0.0,2.0,2.0,0,0.0,1.0,,,,,,,
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2012,2012-03-31,0.0,2.0,2.0,0,0.0,0.0,1.0,,,,,,
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2012,2012-09-30,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,,,,,
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2013,2013-03-31,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,,,,
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2014,2014-03-31,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0,,,
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2014,2014-09-30,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2014,2014-12-31,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2015,2015-03-31,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2015,2015-06-30,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2016,2016-03-31,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2016,2016-06-30,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2016,2016-09-30,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2016,2016-12-31,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2017,2017-03-31,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2017,2017-06-30,2.0,3.0,5.0,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2017,2017-09-30,0.0,2.0,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2017,2017-12-31,2.0,3.0,5.0,1,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2018,2018-03-31,5.0,2.0,7.0,1,0.7142857142857143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2018,2018-06-30,0.0,3.0,3.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2018,2018-09-30,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2018,2018-12-31,0.0,3.0,3.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2019,2019-03-31,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2019,2019-09-30,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2019,2019-12-31,0.0,7.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2020,2020-03-31,0.0,4.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2020,2020-06-30,0.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2020,2020-09-30,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2020,2020-12-31,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2021,2021-03-31,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2021,2021-06-30,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2021,2021-09-30,0.0,4.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGEN INC,Seagen,32541,Pharmaceutical and Medicine Manufacturing,2022,2022-03-31,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
